record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese
30465,Yes,No,No,14 years old,Male,0 times,4 or 5 times,Most of the time, ,6 to 9 days,Sometimes,Most of the time,Yes,Yes,No,No,No
30466,No,No,Yes,14 years old,Male,0 times,1 time,Rarely,1,0 days,Rarely,Rarely,No,No, , , 
30467,Yes,No,No,15 years old,Female,0 times,0 times,Sometimes,2,0 days,Never,Never,No,No,No,No,No
30468,Yes,No,No,14 years old,Male,0 times,1 time,Rarely,3 or more,1 or 2 days,Sometimes,Always,No,Yes,No,No,No
30469, ,No,Yes,14 years old,Female,1 time,0 times,Most of the time,0,1 or 2 days,Rarely,Never,Yes,Yes,No,No,No
30470,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
30471,No,Yes,Yes,15 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Sometimes,No,No, , , 
30472,Yes,Yes,No,14 years old,Male,4 or 5 times,0 times,Most of the time,2,1 or 2 days,Never,Never,Yes,Yes,No,No,No
30473,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Never,Always,No,No,No,No,No
30474,Yes,Yes,Yes,14 years old,Male,1 time,1 time,Most of the time,3 or more,1 or 2 days,Always,Always,Yes,Yes,No,No,No
30475,No,Yes,Yes,17 years old,Female,0 times,0 times,Always,3 or more,0 days,Always,Never,Yes,No, , , 
30476,No,No,No,15 years old,Male,0 times,1 time,Never,3 or more,3 to 5 days,Sometimes,Most of the time,No,Yes,No,No,No
30477,Yes,No,Yes,14 years old,Male,2 or 3 times,2 or 3 times,Most of the time,1,1 or 2 days,Most of the time,Rarely,Yes,Yes,No,Yes,No
30478,No,Yes,No,14 years old,Male,0 times,2 or 3 times,Rarely,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
30479,No,No,No,16 years old,Male,0 times,4 or 5 times,Never,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
30480,No,No,Yes,16 years old,Female,0 times,0 times, ,2,1 or 2 days,Most of the time,Rarely, ,Yes, , , 
30481,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
30482,No,No,No,15 years old,Male,0 times,2 or 3 times,Rarely,3 or more,0 days,Always,Rarely,No,No,No,No,No
30483,Yes,Yes,Yes,15 years old,Female,0 times,1 time,Most of the time,3 or more,3 to 5 days,Sometimes,Rarely,Yes,Yes,No,No,No
30484,No,Yes,No,15 years old,Female,1 time,0 times,Rarely,0,1 or 2 days,Always,Rarely,No,Yes,No,No,No
30485,Yes, ,Yes,15 years old, , ,2 or 3 times,Rarely,0, ,Always,Sometimes,No, , , , 
30486,No,No,No,15 years old,Female,0 times,0 times,Always,2,0 days,Sometimes,Never,Yes,No,No,No,No
30487,No,No,No,16 years old,Male,0 times,1 time,Rarely,2,3 to 5 days,Sometimes,Sometimes,No,Yes,No,No,No
30488,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Most of the time,No,No, , , 
30489,Yes,No,No,16 years old,Male,1 time,1 time,Most of the time,3 or more,1 or 2 days,Most of the time,Always,Yes,Yes,No,No,No
30490,No,Yes,Yes,15 years old,Female,10 or 11 times,12 or more times,Most of the time,0,0 days,Always,Never,Yes,No, , , 
30491,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Always,No,Yes,No,Yes,No
30492,No,Yes,Yes,16 years old,Male,1 time,1 time,Rarely,2,6 to 9 days,Most of the time,Always,No,Yes,No,No,No
30493,No,Yes,No,17 years old,Male,1 time,1 time,Rarely,3 or more,3 to 5 days,Sometimes,Sometimes,No,Yes,No,No,No
30494,No,Yes,No,17 years old,Female,0 times,4 or 5 times,Most of the time,0,1 or 2 days,Sometimes,Rarely,Yes,Yes,No,No,No
30495,No,No,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Never,Rarely,Yes,No,No,No,No
30496,Yes,No,Yes,16 years old,Male,2 or 3 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
30497,Yes,Yes,No,16 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Sometimes,Most of the time,No,Yes,No,No,No
30498,Yes,No,No,16 years old,Male,0 times,1 time,Most of the time,3 or more,0 days,Always,Always,Yes,No,No,No,No
30499,Yes,No,No,16 years old,Male,0 times,2 or 3 times,Most of the time,1,1 or 2 days,Rarely,Always,Yes,Yes,No,No,No
30500,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,2,1 or 2 days,Most of the time,Rarely,No,Yes,No,No,No
30501,No,No,Yes,16 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Most of the time,Always,Yes,Yes,No,Yes,No
30502,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Most of the time,1,3 to 5 days,Sometimes,Never,Yes,Yes,No,No,No
30503,Yes,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes, , , 
30504,Yes,Yes,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Sometimes,No,No,No,No,No
30505,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more, , , ,No, , , , 
30506,No,Yes,No,16 years old,Female,0 times,0 times,Rarely, ,1 or 2 days,Rarely,Never,No,Yes,No,No,No
30507,No,No,No,16 years old,Male,1 time,1 time,Never,3 or more,0 days,Most of the time,Never,No,No,No,No,No
30508,Yes,No,No,16 years old,Female,1 time,0 times,Sometimes,0,6 to 9 days,Sometimes,Rarely,No,Yes,No,No,No
30509,Yes,No,Yes,16 years old,Male,2 or 3 times,1 time,Most of the time,1, , , ,Yes, ,No,Yes,Yes
30510,No,No,No,16 years old,Male,0 times,1 time,Always,0,0 days,Sometimes, ,Yes,No,No,No,No
30511, ,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Always, ,No,Yes, , , 
30512,No,No,No,17 years old,Female,0 times,0 times,Sometimes,0,0 days,Most of the time,Always,No,No,No,Yes,Yes
30513,No,No,Yes,17 years old,Male,2 or 3 times,0 times,Rarely,0,1 or 2 days,Rarely,Rarely,No,Yes,No,No,No
30514,No,Yes,Yes,17 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Sometimes,No,No,No,No,No
30515,Yes,No,Yes,17 years old,Female,0 times,0 times,Most of the time,3 or more,3 to 5 days,Most of the time,Always,Yes,Yes, , , 
30516,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Most of the time,No,No,No,No,No
30517,No,No,No,17 years old,Female,0 times,0 times,Rarely, ,0 days,Most of the time,Most of the time,No,No,No,No,No
30518,Yes, ,No,17 years old,Female,0 times,0 times,Most of the time,3 or more,3 to 5 days,Most of the time,Sometimes,Yes,Yes, , , 
30519,No,No,Yes,17 years old,Female,0 times,0 times,Sometimes,0,0 days,Sometimes,Rarely,No,No,No,No,No
30520,No,No,Yes,17 years old,Female,0 times,0 times,Most of the time,2,3 to 5 days,Sometimes,Rarely,Yes,Yes,No,No,No
30521,Yes,Yes,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No, , , 
30522,No,Yes,Yes,17 years old,Male,0 times,0 times,Rarely,0,3 to 5 days,Sometimes,Sometimes,No,Yes,No,No,No
30523,Yes,No,No,17 years old,Female,0 times,4 or 5 times,Sometimes,0,1 or 2 days,Most of the time,Most of the time,No,Yes,No,No,No
30524,No,Yes,No,16 years old,Male,0 times,1 time,Sometimes,0,0 days,Never,Rarely,No,No,No,Yes,No
30525,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Never,No,No,No,No,No
30526,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
30527,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Always,No,Yes,No,No,No
30528,Yes,No,Yes,17 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Always,Always,Yes,No,No,No,No
30529, , , ,17 years old,Female, , , , , , , , , , , , 
30530,No,Yes,No,17 years old,Male,1 time,0 times,Most of the time,0,0 days,Most of the time,Rarely,Yes,No,No,No,No
30531,Yes,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes,No,Yes,No
30532,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
30533,Yes,Yes,Yes,17 years old,Female,0 times,0 times,Always,1,0 days,Most of the time,Never,Yes,No,No,No,No
30534,Yes,Yes,Yes,17 years old,Female,0 times,0 times,Sometimes,2,3 to 5 days,Most of the time,Never,No,Yes,No,No,No
30535,Yes,Yes,Yes,17 years old,Female,12 or more times,8 or 9 times,Most of the time,2,0 days,Most of the time,Never,Yes,No,No,No,No
30536,Yes,No,Yes,17 years old,Male,0 times,1 time,Most of the time,1,10 or more days,Always,Most of the time,Yes,Yes,No,No,No
30537,Yes,No,No,17 years old,Male,0 times,12 or more times,Most of the time,0,6 to 9 days,Most of the time,Always,Yes,Yes,No,No,No
30538,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
30539,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
30540,No,No,No,17 years old,Female,0 times,0 times,Rarely,1,0 days,Always,Always,No,No,No,No,No
30541,Yes,Yes,Yes,17 years old,Female,0 times,1 time,Most of the time,1,1 or 2 days,Sometimes,Always,Yes,Yes,No,No,No
30542,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
30543, , ,Yes,13 years old,Female,2 or 3 times,1 time,Always,1, ,Rarely,Never,Yes, , , , 
30544,No,No,No,13 years old,Female,0 times,0 times,Most of the time,2,0 days,Always,Never,Yes,No, , , 
30545,Yes,No,Yes,13 years old,Male,0 times,0 times,Most of the time,1,0 days,Most of the time,Always,Yes,No, , , 
30546,No,No,Yes,13 years old,Female,0 times,0 times,Sometimes,1,6 to 9 days,Always,Always,No,Yes, , , 
30547,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No, , , 
30548,No,Yes,No,13 years old,Male,2 or 3 times,0 times,Rarely,1,1 or 2 days,Rarely,Sometimes,No,Yes, , , 
30549,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No, , , 
30550,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
30551,No,No,Yes,13 years old,Female,0 times,0 times,Sometimes,2,3 to 5 days,Always,Always,No,Yes, , , 
30552,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No, , , 
30553,Yes,No,No,14 years old,Female,2 or 3 times,1 time,Rarely,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes, , , 
30554,No,No,No,13 years old,Female,0 times,0 times,Rarely,1,0 days,Most of the time,Most of the time,No,No, , , 
30555,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No, , , 
30556,No,No,Yes,13 years old,Female,0 times,0 times,Rarely,2,0 days,Most of the time,Sometimes,No,No, , , 
30557,Yes,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes,No,No,No
30558,No,No,No,13 years old,Female,0 times,0 times,Rarely,1,0 days,Sometimes,Sometimes,No,No,No,Yes,Yes
30559,No,No,Yes,13 years old,Female,1 time,1 time,Rarely,3 or more,3 to 5 days,Most of the time,Most of the time,No,Yes,No,No,No
30560,Yes,Yes,No,13 years old,Female,0 times,0 times,Rarely,3 or more,6 to 9 days,Rarely,Never,No,Yes,No,No,No
30561,Yes,No,Yes,13 years old,Female,0 times,0 times,Sometimes,0,3 to 5 days,Sometimes,Most of the time,No,Yes, , , 
30562,No,No,Yes,13 years old,Female,0 times,0 times,Rarely,1,1 or 2 days,Most of the time,Always,No,Yes,No,No,No
30563,No,No,No,13 years old,Male,0 times,0 times,Never,2,0 days,Sometimes,Always,No,No, , , 
30564,No,Yes,No,13 years old,Male,0 times,0 times,Most of the time,3 or more,1 or 2 days,Sometimes,Always,Yes,Yes, , , 
30565,No,No,No,13 years old,Male,0 times,1 time,Never,2,0 days,Most of the time,Always,No,No, , , 
30566,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No, , , 
30567,Yes,No,Yes,14 years old,Female,0 times,2 or 3 times,Most of the time,2,1 or 2 days,Most of the time,Rarely,Yes,Yes, , , 
30568,No,Yes,No,14 years old,Female,0 times,0 times,Sometimes,0,3 to 5 days,Rarely,Always,No,Yes, , , 
30569,No,No,Yes,14 years old,Male,0 times,1 time,Most of the time,0, ,Never,Never,Yes, ,No,No,No
30570,Yes,No,Yes,14 years old,Male,1 time,2 or 3 times,Most of the time,2,1 or 2 days,Rarely,Most of the time,Yes,Yes,No,Yes,Yes
30571,No,No,No,14 years old,Male,0 times,0 times,Sometimes,2,0 days,Most of the time,Sometimes,No,No,No,No,No
30572,Yes,Yes,No,14 years old,Female,2 or 3 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No, , , 
30573,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Always,No,No,No,No,No
30574,Yes,Yes,No,14 years old,Female,0 times,2 or 3 times,Always,2,3 to 5 days,Always,Never,Yes,Yes,No,Yes,No
30575,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,No
30576,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Never,No,No, , , 
30577,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No, , , 
30578,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
30579,No,No,No,14 years old,Female,0 times,0 times,Always,3 or more,0 days,Rarely,Always,Yes,No, , , 
30580,Yes,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes,No,Yes,No
30581,No,No,No,15 years old,Female,0 times,0 times, ,2,0 days,Most of the time,Rarely, ,No,No,Yes,Yes
30582,No,No,Yes,15 years old,Male,2 or 3 times,0 times,Most of the time,3 or more,0 days,Never,Rarely,Yes,No,No,No,No
30583,Yes,No,No,15 years old,Male,2 or 3 times,1 time,Most of the time,0,3 to 5 days,Always,Most of the time,Yes,Yes, , , 
30584,No,No,Yes,15 years old,Female,0 times,0 times,Most of the time,1,1 or 2 days,Sometimes,Never,Yes,Yes,No,No,No
30585,Yes,No,No,15 years old,Male,1 time,1 time,Rarely,3 or more,6 to 9 days,Always,Sometimes,No,Yes,No,Yes,Yes
30586,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
30587,No,No,Yes,15 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Always,Yes,No,No,Yes,No
30588,No,No,No,15 years old,Male,0 times,1 time,Most of the time,2, ,Rarely,Never,Yes, , , , 
30589,Yes,No,No,15 years old,Female,0 times,4 or 5 times,Rarely,2,3 to 5 days,Most of the time,Sometimes,No,Yes,No,No,No
30590,Yes,Yes,Yes,15 years old,Male,6 or 7 times,12 or more times,Always,0,1 or 2 days,Sometimes,Never,Yes,Yes, , , 
30591,No,No,No,15 years old,Female,0 times,0 times,Sometimes,2,0 days,Always,Always,No,No,No,Yes,No
30592,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes, , , 
30593,No,No,No,15 years old,Female,0 times,0 times,Most of the time, ,0 days,Sometimes,Rarely,Yes,No,No,No,No
30594,No,Yes,Yes,15 years old,Male,0 times,1 time,Most of the time,3 or more,1 or 2 days,Always,Always,Yes,Yes,No,No,No
30595,No,Yes,No,16 years old,Male,0 times,0 times,Most of the time,2, , , ,Yes, , , , 
30596,Yes,No,Yes,15 years old,Female,0 times,0 times,Most of the time,1,1 or 2 days,Most of the time,Always,Yes,Yes,No,No,No
30597,Yes,Yes,No,15 years old,Female,2 or 3 times,2 or 3 times,Sometimes,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes, , , 
30598,Yes,Yes,Yes,15 years old,Female,2 or 3 times,0 times,Always,2,3 to 5 days,Rarely,Rarely,Yes,Yes,No,Yes,No
30599,Yes,No,Yes,15 years old,Female,2 or 3 times,0 times,Most of the time,3 or more,1 or 2 days,Most of the time,Never,Yes,Yes,No,No,No
30600,Yes,No,No,15 years old,Male,0 times,0 times,Most of the time,1,0 days,Most of the time,Always,Yes,No, , , 
30601,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
30602,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes,No,No,No
30603,Yes,No,No,15 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Always,Most of the time,No,No, , , 
30604,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
30605,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
30606,No,No,Yes,15 years old,Female,0 times,0 times,Most of the time,1,1 or 2 days,Most of the time,Rarely,Yes,Yes, , , 
30607,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No, , , 
30608,Yes,Yes,Yes,15 years old,Male,0 times,0 times,Sometimes,0,0 days,Always,Always,No,No, , , 
30609,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
30610,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No, , , 
30611,No,No,No,16 years old,Male,0 times,4 or 5 times,Never,3 or more,0 days,Always,Most of the time,No,No, , , 
30612,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Sometimes,No,No, , , 
30613,Yes,Yes,Yes,15 years old,Female,0 times,1 time,Most of the time, ,6 to 9 days,Sometimes,Always,Yes,Yes,No,No,No
30614,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes, , , 
30615,No,Yes,No,15 years old,Female,1 time,0 times,Sometimes,3 or more,1 or 2 days,Always,Rarely,No,Yes,No,No,No
30616,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Most of the time,0,1 or 2 days,Most of the time,Rarely,Yes,Yes,No,No,No
30617,No,No,No,15 years old,Male,0 times,12 or more times,Never,3 or more,0 days,Never, ,No,No, , , 
30618,No,Yes,Yes,15 years old,Male,1 time,0 times,Most of the time,1,1 or 2 days,Sometimes,Rarely,Yes,Yes, , , 
30619,No,No,Yes,15 years old,Female,0 times,0 times,Sometimes,1,0 days,Most of the time,Never,No,No, , , 
30620,Yes,Yes,Yes,15 years old,Male,0 times,0 times,Most of the time,1,6 to 9 days,Sometimes,Always,Yes,Yes,No,Yes,No
30621,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No, , , 
30622,No,No,Yes,15 years old,Male,1 time,0 times,Rarely,2,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
30623,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No, , , 
30624,Yes,No,Yes,15 years old,Female,0 times,0 times,Most of the time,2,10 or more days,Most of the time,Rarely,Yes,Yes, , , 
30625,Yes,Yes,Yes,15 years old,Female,8 or 9 times,2 or 3 times,Sometimes,2,1 or 2 days, , ,No,Yes,No,No,No
30626,Yes,No,Yes,17 years old,Female,0 times,0 times,Most of the time,0,1 or 2 days,Rarely,Sometimes,Yes,Yes,No,Yes,No
30627,No,Yes,No,15 years old,Male,0 times,1 time,Most of the time,2,0 days,Never,Sometimes,Yes,No,No,No,No
30628,No,No,No,15 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
30629,Yes,Yes,No,15 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Always,Most of the time,Yes,No,No,Yes,No
30630,No,No,No,16 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,No,No
30631,No,No,No,16 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Sometimes,Always,No,No,No,No,No
30632,No,No,No,16 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Rarely,No,No,No,No,No
30633,No,No,No,16 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No, , , 
30634,Yes,Yes,Yes,17 years old,Female,2 or 3 times,0 times,Most of the time,2,1 or 2 days,Most of the time,Sometimes,Yes,Yes,No,No,No
30635,Yes,No,No,16 years old,Male,0 times,0 times,Most of the time,1,0 days,Always,Always,Yes,No,No,Yes,No
30636,No,No,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Always,Most of the time,No,No, , , 
30637,No,No,No,17 years old,Male,2 or 3 times,2 or 3 times,Sometimes,3 or more,0 days,Sometimes,Most of the time,No,No,No,Yes,No
30638,No,No,No,16 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
30639,No,No,No,16 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Rarely,Never,No,No, , , 
30640,No,Yes,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Always,No,Yes,No,No,No
30641,No,No,No,16 years old,Male,0 times,1 time,Most of the time,2,0 days,Most of the time,Sometimes,Yes,No,No,No,No
30642,Yes,Yes,Yes,16 years old,Male,1 time,0 times,Most of the time,2,6 to 9 days,Sometimes,Never,Yes,Yes,No,Yes,No
